2024-03-25 07:31:00 INFO: Item Converted | IEC/UL | EATON | Mag S/W | xtce007b10t | Country Unknown | ip None | None
2024-05-01 04:06:57 INFO: Item Not Converted | None | None | None | contactor | Country Unknown | City Unknown | 10.13.30.11
2024-05-01 04:06:58 INFO: Item Not Converted | None | None | None | S-t21 | Country Unknown | City Unknown | 10.13.30.11
2024-05-01 14:55:02 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | South Korea | Suwon | 112.220.173.180
2024-05-01 15:09:26 INFO: Item Not Converted | None | None | None | Furnace transformers | Austria | Vienna | 213.142.97.59
2024-05-01 22:22:10 INFO: Item Not Converted | None | None | None | LSLV0300SP100-4CEFD3 | United States | Marlborough | 50.235.211.197
2024-05-02 00:22:53 INFO: Item Not Converted | None | None | None | 88514535203 | United States | Glen Allen | 50.234.150.54
2024-05-02 02:18:34 INFO: Item Not Converted | None | None | None | MC-185A-110-120VAC | United States | Fremont | 73.189.62.122
2024-05-02 03:46:54 INFO: Item Not Converted | None | None | None | 3RT1926-1CD00 | United States | Cincinnati | 162.155.119.174
2024-05-02 03:47:03 INFO: Item Converted | IEC/UL | SIEMENS | Mag S/W | 3RT1926 | United States | Cincinnati | 162.155.119.174
2024-05-02 04:45:55 INFO: Item Not Converted | None | None | None | AR 600 | United States | West Jordan | 67.214.240.242
2024-05-02 04:46:00 INFO: Item Not Converted | None | None | None | AR 600 | United States | West Jordan | 67.214.240.242
2024-05-02 04:46:17 INFO: Item Not Converted | None | None | None | 56121618001 | United States | West Jordan | 67.214.240.242
2024-05-02 04:46:30 INFO: Item Not Converted | None | None | None | LS56121618001 | United States | West Jordan | 67.214.240.242
2024-05-02 04:47:10 INFO: Item Not Converted | None | None | None | 56121618001 | United States | West Jordan | 67.214.240.242
2024-05-02 05:46:31 INFO: Item Not Converted | None | None | None | breakers | United States | Clarksville | 104.9.69.248
2024-05-02 05:47:44 INFO: Item Not Converted | None | None | None | Medium Voltage | United States | Clarksville | 104.9.69.248
2024-05-02 05:49:23 INFO: Item Not Converted | None | None | None | Medium Voltage breakers | United States | Clarksville | 104.9.69.248
2024-05-02 06:55:10 INFO: Item Converted | IEC/UL | ABB | Mag S/W | TF42-1.0 | United States | Cape Girardeau | 97.88.188.173
2024-05-02 11:28:55 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F84202 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:29:19 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F84202 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:29:21 INFO: Item Converted | IEC | Schneider Electric | MCB | A9F84202 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:13 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:19 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:27 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:28 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:28 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:30 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:35 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:36 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:36 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:37 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:37 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:37 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:45 INFO: Item Not Converted | None | None | None | t5s400E5-2 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:47 INFO: Item Not Converted | None | None | None | t5s400E5-2 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:47 INFO: Item Not Converted | None | None | None | t5s400E5-2 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:48 INFO: Item Not Converted | None | None | None | t5s400E5-2 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:31:58 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:03 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:05 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:08 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:08 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:09 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:10 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:16 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:18 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:18 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:18 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:21 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:22 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:23 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:24 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:24 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:26 INFO: Item Converted | UL | ABB | MCB | S801U-K20 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:26 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:27 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:27 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:27 INFO: Item Converted | UL | ABB | MCB | S801U-K20 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:32:34 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:33:15 INFO: Item Not Converted | None | None | None | xt4su2150f | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:33:23 INFO: Item Not Converted | None | None | None | t5s400E5-2 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:33:43 INFO: Item Not Converted | None | None | None | �Ф�36020�� | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:33:54 INFO: Item Converted | UL | Schneider Electric | MCCB | bjl36020c | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:34:57 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020C | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 11:37:15 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32M7 | Country Unknown | City Unknown | 10.13.120.169
2024-05-02 11:37:26 INFO: Item Converted | UL | Schneider Electric | MCCB | HJA36100U33X | Country Unknown | City Unknown | 10.13.120.169
2024-05-02 11:38:56 INFO: Item Converted | UL | Schneider Electric | MCCB | bjl3 | Country Unknown | City Unknown | 10.13.120.169
2024-05-02 11:38:59 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020 | Country Unknown | City Unknown | 10.13.120.169
2024-05-02 11:39:06 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020c | Country Unknown | City Unknown | 10.13.120.169
2024-05-02 13:18:41 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020C | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:18:43 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV510300 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:19:46 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV510300 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:19:51 INFO: Item Not Converted | None | None | None | LV510300c | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:19:56 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV510300 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:19:58 INFO: Item Converted | IEC | Schneider Electric | MCCB | LV510300 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:20:13 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10N3TM100 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:21:46 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10N3TM100 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:22:08 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:23:30 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 13:23:32 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-02 17:32:53 INFO: Item Not Converted | None | None | None | 12345 | South Korea | Namyangju | 211.53.77.4
2024-05-02 17:33:12 INFO: Item Not Converted | None | None | None | 02070793UL | South Korea | Namyangju | 211.53.77.4
2024-05-02 21:10:02 INFO: Item Converted | UL | Schneider Electric | MCCB | Bjl36020c | South Korea | Gangnam-gu | 223.38.55.223
2024-05-02 21:10:05 INFO: Item Converted | UL | Schneider Electric | MCCB | Bjl36020c | South Korea | Gangnam-gu | 223.38.55.223
2024-05-02 21:10:07 INFO: Item Converted | UL | Schneider Electric | MCCB | Bjl36020c | South Korea | Gangnam-gu | 223.38.55.223
2024-05-02 22:00:55 INFO: Item Not Converted | None | None | None | po 105035150000c8ij01 | Canada | Prescott | 209.87.249.54
2024-05-02 23:27:34 INFO: Item Not Converted | None | None | None | 6040008000 | United States | Montgomery | 162.239.148.129
2024-05-03 04:50:49 INFO: Item Not Converted | None | None | None | 25A-D037N114 | United States | Cincinnati | 162.155.119.174
2024-05-03 04:51:00 INFO: Item Not Converted | None | None | None | D037N114 | United States | Cincinnati | 162.155.119.174
2024-05-03 09:32:30 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 09:32:44 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32B5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 09:33:32 INFO: Item Converted | UL | Schneider Electric | MCCB | Bjl36020c | South Korea | Gangnam-gu | 106.101.129.229
2024-05-03 09:33:50 INFO: Item Not Converted | None | None | None | Bjl360c | South Korea | Gangnam-gu | 106.101.129.229
2024-05-03 09:34:06 INFO: Item Converted | UL | Schneider Electric | MCCB | Bjl36020c | South Korea | Gangnam-gu | 106.101.129.229
2024-05-03 09:34:57 INFO: Item Converted | UL | Schneider Electric | MCCB | bjl36020c | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 09:35:08 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020C | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 09:52:31 INFO: Item Not Converted | None | None | None | BJL35020C | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 09:52:46 INFO: Item Not Converted | None | None | None | BJL35020C | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 09:53:56 INFO: Item Not Converted | None | None | None | BJL35020C | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 09:54:05 INFO: Item Not Converted | None | None | None | BJL35020C | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 09:54:28 INFO: Item Not Converted | None | None | None | bjl35020c | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 09:54:31 INFO: Item Converted | UL | Schneider Electric | MCCB | bjl36020c | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 09:54:52 INFO: Item Converted | UL | Schneider Electric | MCCB | bjl36020c | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 10:47:50 INFO: Item Converted | UL | Schneider Electric | ACB | NW40H1 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 10:49:59 INFO: Item Converted | UL | Schneider Electric | ACB | NW40H1 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 10:50:48 INFO: Item Converted | IEC | ABB | ACB | 1SDA070741R1 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 10:51:15 INFO: Item Converted | IEC | ABB | ACB | 1SDA070741R1 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 10:52:30 INFO: Item Converted | IEC | ABB | ACB | 1SDA070741R1 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 13:28:44 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1D32M7 | Country Unknown | City Unknown | 10.13.121.6
2024-05-03 13:28:58 INFO: Item Converted | UL | Schneider Electric | MCCB | BJL36020 | Country Unknown | City Unknown | 10.13.121.6
2024-05-03 13:32:53 INFO: Item Converted | IEC/UL | Schneider Electric | Mag S/W | LC1d32b5 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 13:46:06 INFO: Item Converted | UL | ABB | MCCB | xt4HQ3125B | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 13:47:16 INFO: Item Converted | UL | ABB | MCCB | xt4HQ3125B | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 13:47:18 INFO: Item Converted | UL | ABB | MCCB | T6LQ800CW | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 13:47:42 INFO: Item Not Converted | None | None | None | JGH3250AAW | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 13:47:54 INFO: Item Converted | IEC | Schneider Electric | MCCB | C10N3TM100 | Country Unknown | City Unknown | 10.13.121.147
2024-05-03 16:49:41 INFO: Item Converted | UL | Schneider Electric | MCCB | Bjl36020c | South Korea | Gangnam-gu | 106.101.129.229
2024-05-03 18:51:36 INFO: Item Not Converted | None | None | None | BJL35020C | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 18:52:15 INFO: Item Not Converted | None | None | None | BJL35020C | Country Unknown | City Unknown | 10.13.122.47
2024-05-03 19:14:11 INFO: Item Not Converted | None | None | None | 0626043463 | Spain | Portugalete | 194.30.12.80
2024-05-03 20:55:10 INFO: Item Converted | IEC | Schneider Electric | MCCB | C40F42D400 | India | Mumbai | 115.111.223.98
2024-05-03 22:07:04 INFO: Item Converted | UL | EATON | MCCB | kd3400 | United States | Miami | 136.226.58.83
2024-05-03 22:07:06 INFO: Item Converted | UL | EATON | MCCB | kd3400 | United States | Miami | 136.226.58.83
2024-05-03 23:23:33 INFO: Item Not Converted | None | None | None | 8321171334 | United States | York | 173.163.87.49
2024-05-03 23:23:44 INFO: Item Not Converted | None | None | None | 8321171334 | United States | York | 173.163.87.49
2024-05-04 22:42:28 INFO: Item Converted | UL | EATON | MCCB | MCCB | Cambodia | Phnom Penh | 27.109.114.146
2024-05-04 22:42:30 INFO: Item Converted | UL | EATON | MCCB | MCCB | Cambodia | Phnom Penh | 27.109.114.146
2024-05-05 18:30:12 INFO: Item Not Converted | None | None | None | bkn-b | Israel | Shefa-'Amr | 147.235.213.205
2024-05-05 22:23:36 INFO: Item Not Converted | None | None | None | eXP40 | Vietnam | Ho Chi Minh City | 116.108.130.73
2024-05-05 23:39:46 INFO: Item Not Converted | None | None | None | IC | India | Ahmedabad | 42.105.173.5
2024-05-06 03:28:32 INFO: Item Not Converted | None | None | None | Elcb | Poland | Kozieglowy | 195.117.22.161
